id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6422,Nashville Charm,12172,Michele,,District 6,36.173151457237736,-86.73581295614261,Private room,40,1,471,2018-05-13,4.28,1,212
20847,East Nashville Retro Ranch!,79021,Kristina,,District 7,36.19639650347347,-86.70426664826425,Private room,41,1,126,2018-05-13,1.27,3,155
25341,East Nashville Retro Ranch BR #2,79021,Kristina,,District 7,36.19705260663252,-86.70493705451717,Private room,65,1,88,2018-05-06,0.91,3,167
25342,East Nashville Retro Ranch BR #3,79021,Kristina,,District 7,36.19711511602447,-86.7044544091669,Private room,70,1,5,2016-09-25,0.05,3,0
25613,108 Year Old East Nashville Home,95811,Nell,,District 6,36.178263085395876,-86.74162211853232,Private room,93,2,414,2018-04-20,14.08,1,302
39870,Close to Vanderbilt 2,171184,Evelyn,,District 18,36.12522905242001,-86.81277967753711,Private room,50,1,69,2018-05-07,3.40,2,72
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard Carson,,District 18,36.13059676591811,-86.80045100464365,Entire home/apt,90,2,450,2018-05-08,5.33,1,277
80410,Historic East Nashville  1906 with Hot Tub!,432441,Paul,,District 6,36.17839355231161,-86.74866055777098,Private room,95,2,207,2018-04-29,2.37,1,348
125579,"Uberhip 12th South, Walk Everywhere",624167,Mary Elizabeth & Louie,,District 17,36.130543980874414,-86.78762158446033,Entire home/apt,195,1,109,2018-05-09,1.30,1,266
136015,Apart. on the Ridge near Opryland,666322,Dave And Peggy,,District 15,36.194635749824066,-86.67195389978596,Entire home/apt,96,30,49,2017-07-31,0.58,4,195
258817,"ButterflyRoom,Morningstar, 3-12mo, open May, 2018",22296,Diana,,District 12,36.16249333870617,-86.5898849663375,Private room,29,2,95,2017-08-21,1.21,7,327
280842,3 Bedroom House on the Greenway,666322,Dave And Peggy,,District 15,36.19408921544906,-86.67320170624224,Entire home/apt,135,3,138,2018-05-06,1.85,4,313
289242,"MorningstarHouse, NiceRoom-monthly, open mid April",22296,Diana,,District 12,36.161022499052876,-86.59206510306326,Private room,28,2,75,2017-06-02,0.96,7,350
319705,"SuperSweetSTUDIO, jacuzzi, monthly stay- Aug 1st",22296,Diana,,District 12,36.162963221901514,-86.59186559179034,Private room,35,30,45,2017-06-12,0.59,7,290
325560,Vandy/Belmont Special Lux Condo!,1665174,Heather,,District 17,36.13101970750085,-86.78210205592208,Entire home/apt,107,1,226,2018-04-30,3.17,3,121
329997,Cottage with courtyard! Private! 5 mins to Dwntown,1684051,Rick,,District 19,36.17641123743564,-86.79845965875059,Entire home/apt,75,1,711,2018-04-29,9.36,6,73
340081,"MorningstarHouse, colorful, monthly-avail in July",22296,Diana,,District 12,36.161278397382894,-86.5898591531635,Private room,28,2,75,2017-05-28,0.99,7,337
366339,Artist Home and Treehouse East Nash,1511167,Sloane And Emily,,District 8,36.22791874427219,-86.7388431793286,Entire home/apt,250,2,22,2018-03-28,0.30,2,39
371066,Historic East Nashville,1869331,Ron,,District 6,36.18461673402038,-86.73794821662894,Private room,89,2,267,2018-05-07,5.26,1,266
395889,5 Minutes From Downtown + Private Bathroom,1547584,Kurt,,District 6,36.164924272367344,-86.75010072740417,Private room,95,1,161,2018-05-10,2.23,1,318
419773,2 private rooms & private bathroom,2078698,Katherine,,District 35,36.060773833508534,-86.92238912301133,Private room,98,2,20,2018-04-15,0.30,1,46
421290,Private Red Suite/King Bed/Wetbar/Bath/5 min to DT,1684051,Rick,,District 19,36.17277366702677,-86.79330730219239,Entire home/apt,75,1,588,2018-04-19,8.13,6,21
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.173230428698204,-86.79176834803484,Private room,75,1,602,2018-04-18,8.34,6,31
431258,"2Bdrms/2,5 baths, 5 mins to Downtown! Sleeps 4!",1684051,Rick,,District 19,36.17663020845814,-86.80003344826537,Entire home/apt,125,1,341,2018-04-27,4.69,6,262
475134,Nashville on the Range,1643782,Katy,,District 17,36.11693485927458,-86.78936972060382,Entire home/apt,137,3,90,2018-05-12,1.25,1,347
491172,French Flair #1 : The Paris room,2427763,Dody &Rodney,,District 5,36.18756387279066,-86.74720551455869,Private room,84,1,277,2018-05-07,3.81,2,340
501570, French Flair #2: The Loire room ,2427763,Dody &Rodney,,District 6,36.1914096834117,-86.74371183458999,Private room,84,1,210,2018-05-13,2.91,2,347
513664,Cozy and Convenient in Donelson!  ,2530554,Lori,,District 14,36.15478084263513,-86.64911943064308,Private room,90,2,27,2015-06-29,0.43,1,228
609655,Charming 2BR/1 BA/Kitchen in lovely Inglewood,3023101,Jeannie,,District 7,36.2160765409553,-86.70865858988901,Entire home/apt,99,30,271,2017-01-02,3.93,1,135
632636,"Penthouse Suite/Rooftop Terrace,Jacuzzi,DT 5min!",1684051,Rick,,District 19,36.173258738572926,-86.79358418104073,Entire home/apt,110,1,133,2018-04-18,1.89,6,28
