id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6422,Nashville Charm,12172,Michele,,District 6,36.17315,-86.73581,Private room,40,1,590,2019-04-09,4.87,1,159
20847,East Nashville Retro Ranch!,79021,Kristina,,District 7,36.1964,-86.70427,Private room,41,365,138,2018-10-23,1.25,2,0
25342,East Nashville Retro Ranch BR #3,79021,Kristina,,District 7,36.19712,-86.70445,Private room,70,30,5,2016-09-25,0.05,2,268
25613,Room in Historic East Nashville Craftsman Home,95811,Nell,,District 6,36.17826,-86.74162,Private room,93,2,466,2019-04-10,4.27,1,257
37306,Private Room for Women and Couples in a Historic Craftsman,161033,Carly,,District 17,36.13311,-86.77477,Private room,125,2,105,2019-04-07,0.99,1,53
39870,Close to Vanderbilt 2,171184,Evelyn,,District 18,36.12523,-86.81278,Private room,55,1,174,2019-04-12,5.55,2,128
65448,"Nashville Loft - Downtown, Walk to Honky-Tonks!",319913,Reservations,,District 19,36.16539,-86.77589,Entire home/apt,272,2,33,2019-02-24,0.37,30,328
72906,Vandy/Belmont/10 mins to Broadway - Sunny 800 sqft,176117,Richard Carson,,District 18,36.1306,-86.80045,Entire home/apt,90,2,533,2019-04-07,5.58,1,258
80410,Historic East Nashville  1906 with Hot Tub!,432441,Paul,,District 6,36.17839,-86.74866,Private room,95,2,218,2019-03-25,2.22,1,96
125579,"Uberhip 12th South, Walk Everywhere",624167,Mary Elizabeth,,District 17,36.13054,-86.78762,Entire home/apt,195,1,178,2019-04-08,1.87,1,105
136015,Apart. on the Ridge near Opryland,666322,Dave And Peggy,,District 15,36.19464,-86.67195,Entire home/apt,96,30,49,2017-07-31,0.52,4,225
258817,"ButterflyRoom,Morningstar, monthly-open July2019",22296,Diana,,District 12,36.16249,-86.58988,Private room,35,30,95,2017-08-21,1.06,7,256
280842,3 Bedroom House on the Greenway,666322,Dave And Peggy,,District 15,36.19409,-86.6732,Entire home/apt,135,3,166,2019-04-12,1.94,4,282
289242,"MorningstarHouse, NiceRoom-monthly-open July2019",22296,Diana,,District 12,36.16102,-86.59207,Private room,29,30,76,2019-01-12,0.86,7,256
319705,"SuperSweetSTUDIO, jacuzzi, monthly-openFall2019",22296,Diana,,District 12,36.16296,-86.59187,Private room,35,30,47,2019-03-26,0.54,7,317
325560,Vandy/Belmont Awesome Lux Top Floor Condo!,1665174,Heather,,District 17,36.13102,-86.7821,Entire home/apt,110,1,253,2019-03-31,3.07,3,41
329997,A+ Cottage with courtyard! Private! 5 mins to DT,1684051,Rick,,District 19,36.17641,-86.79846,Entire home/apt,55,2,812,2019-04-07,9.33,6,284
340081,"MorningstarHouse, colorful, monthly- openJuly2019",22296,Diana,,District 12,36.16128,-86.58986,Private room,29,30,76,2018-05-23,0.87,7,293
366339,Artist Home and Treehouse East Nash,1511167,Sloane And Emily,,District 8,36.22792,-86.73884,Entire home/apt,250,2,22,2018-03-28,0.26,1,129
371066,Historic East Nashville,1869331,Ron,,District 6,36.18462,-86.73795,Private room,89,2,313,2019-04-08,5.06,1,297
395889,Contemporary-Mod Paradise w/ Private Bathroom,1547584,Kurt,,District 6,36.16492,-86.7501,Private room,95,1,201,2019-04-07,2.41,1,292
421290,Private Red Suite/King Bed/Wetbar/Bath/5 min to DT,1684051,Rick,,District 19,36.17277,-86.79331,Entire home/apt,55,1,667,2019-04-08,8.00,6,34
430052,"Private Vaulted Suite! King,Wet Bar,Bath/5 min DT!",1684051,Rick,,District 19,36.17323,-86.79177,Entire home/apt,55,2,664,2019-04-03,7.98,6,35
431258,"2Bdrms/2,5 baths, 5 mins to Downtown! Sleeps 4!",1684051,Rick,,District 19,36.17663,-86.80003,Entire home/apt,150,2,397,2019-04-05,4.74,6,243
475134,Nashville on the Range,1643782,Katy,,District 17,36.11693,-86.78937,Entire home/apt,137,3,111,2019-04-09,1.34,1,316
491172,French Flair #1 : The Paris room,2427763,Dody &Rodney,,District 5,36.18756,-86.74721,Private room,84,1,311,2019-04-08,3.71,4,335
501570,French Flair #2: The Loire room,2427763,Dody &Rodney,,District 6,36.19141,-86.74371,Private room,84,1,239,2019-03-31,2.87,4,348
513664,Cozy and Convenient in Donelson!  ,2530554,Lori,,District 14,36.15478,-86.64912,Private room,90,2,27,2015-06-29,0.37,1,288
609655,Charming 2BR/1 BA/Kitchen in lovely Inglewood,3023101,Jeannie,,District 7,36.21608,-86.70866,Entire home/apt,99,30,271,2017-01-02,3.39,1,103
