id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
21707,New Orleans apartment,59095,Gina,,Algiers Point,29.949058793234705,-90.04779691522917,Entire home/apt,85,2,77,2015-05-10,1.2,2,272
5262307,"City Park/ Bayou: Clean, Full Apt",27240759,Andrew,,City Park,29.980296835800484,-90.09471942084382,Entire home/apt,125,2,10,2015-06-02,2.8,1,300
6028597,"City Park, charm and peace",17003564,Shannon,,City Park,29.984354042731763,-90.09778958639524,Entire home/apt,200,3,0,,,1,258
6326700,"Mid City / City Park, Full House",21776430,Dennis,,City Park,29.982814194119957,-90.10370402344712,Entire home/apt,150,4,1,2015-05-27,1,2,355
2371210,Private Apt. In Great Location!,4831538,Lisa And Chris,,City Park,29.982801709199506,-90.0982441420467,Entire home/apt,215,2,21,2015-05-27,1.4,1,343
946947,Jazz courtyard Reading Room,2534014,Bev,,City Park,29.98039719152278,-90.09725117831927,Entire home/apt,125,3,10,2014-10-27,0.4,3,299
5160393,"Historic Motha Roux Hall, City Park",26687702,Kyle,,City Park,29.981870220085412,-90.0987109108918,Entire home/apt,142,2,6,2015-05-17,1.6,2,266
901951,"Super Bowl deal, spacious , conveni",4818761,Adam,,City Park,29.98959232387103,-90.10161517952598,Entire home/apt,500,4,0,,,1,365
5275448,Hip Marigny Shotgun 1 Mile from FQ,1373407,Carmen,,Desire Area,29.99354415820688,-90.03061971563926,Shared room,100,1,7,2015-05-17,1.9,1,365
5206568,Cozy Rooms for Rent!!!!!!,25965769,Josiah,,Desire Area,29.991084613301144,-90.04133946685218,Private room,125,1,1,2015-02-17,0.3,1,365
2608437,"2 cozy rooms, 1 shared private bath",10742587,Terry,,Dillard,30.007483049181197,-90.06724837078511,Private room,129,1,7,2015-05-03,0.9,3,365
6108730,Caribbean Oasis in Gentilly,31698398,Marissa,,Dillard,30.003159290629068,-90.06174673995066,Entire home/apt,330,1,0,,,1,365
4854797,Charming Gentilly cottage,11781947,Daniel,,Dillard,30.001635455762088,-90.06180352589277,Entire home/apt,144,1,0,,,1,365
5469836,Family Friendly in Gentilly,28369925,Kate,,Dillard,30.00152486944888,-90.06172675657137,Private room,70,1,12,2015-05-26,4.4,1,365
5637381,Extended Marginy Home,29216195,Hollis,,Dillard,29.99251496158551,-90.0605284350506,Private room,45,1,2,2015-05-19,1.5,1,336
1200882,Creole Gentilly Ridge Cottage Upper,5774884,Christina,,Dillard,29.997063565001223,-90.06249326040648,Private room,69,2,32,2015-06-01,1.3,3,334
5089643,Magnolia Suite Quiet Getaway,12634576,Rosalind,,Freret,29.93788355797029,-90.10954487057053,Entire home/apt,130,3,11,2015-05-25,3.2,1,352
4932214,Uptown Modern Funk 1 bedroom Condo,2906483,Karina,,Freret,29.936815191623257,-90.1047893089117,Entire home/apt,150,2,5,2015-05-24,1.0,2,365
886884,Artful & Central Historic Home,4656274,Rachael,,Freret,29.934896819113987,-90.1102343316388,Entire home/apt,255,2,2,2015-02-16,0.4,1,365
6465705,Rent a house in June,32795422,Aleksandra,,Freret,29.934322784047044,-90.11135773641952,Entire home/apt,50,1,0,,,1,15
4387014,Opulence in Uptown (monthly rental),22761845,Chad,,Freret,29.93606096064028,-90.10609751824228,Entire home/apt,200,2,6,2015-03-22,0.9,1,329
6086759,Spacious 1 BR on Freret w/ parking,22256570,Sam,,Freret,29.93451778610122,-90.10629229150473,Entire home/apt,105,1,1,2015-05-25,1,2,332
5091428,Ideal Location on Freret St,26303782,Kevin,,Freret,29.93554840869311,-90.10765679431964,Entire home/apt,99,1,5,2015-05-12,1.8,1,0
6169500,Gorgeous home in secure compound.,31652499,Craig,,Freret,29.93752034467625,-90.10942905538005,Entire home/apt,1500,3,0,,,1,90
4119409,"Private Suite ""Artist Charmer""",14700574,Jon&Flore,,Freret,29.9348745343545,-90.10893438048838,Private room,80,1,16,2015-05-26,2.2,1,43
4882454,Uptown House near Jefferson/Freret,25118374,Kelsey,,Freret,29.936265865314493,-90.10911828741365,Private room,100,1,3,2015-04-12,0.8,1,365
5753531,Private Comfortable Room in Uptown,9730029,Scott,,Freret,29.937985509797453,-90.10633734354822,Private room,60,1,11,2015-05-26,5.2,1,348
2255244,Uptown Cottage (30DayMin),11516680,Garett,,Freret,29.934690519329813,-90.10995509708474,Entire home/apt,169,2,42,2015-05-18,2.7,1,345
5762446,CUTE UPTOWN APARTMENT,4899885,Greg,,Freret,29.93445793884254,-90.10408192250449,Entire home/apt,125,3,0,,,2,46
2036861,Saltwater Pool! Near Audubon Park,891126,Molly,,Freret,29.935013566583958,-90.10882678709994,Entire home/apt,250,3,4,2015-05-05,0.3,2,321
5940647,Uptown/Tulane NOLA for FQ festival!,30670441,Liann,,East Carrollton,29.944278533138302,-90.12522307779639,Private room,95,1,0,,,1,32
5823917,Two story New Orleans condo,11791042,Georgia,,East Carrollton,29.950076012342475,-90.1201642019959,Entire home/apt,145,2,9,2015-05-31,4.4,1,3
6043109,3BR/3Bath Short or Long Term Lease,21403153,Greg,,East Carrollton,29.944541071701202,-90.12833257158097,Entire home/apt,300,5,0,,,1,365
2181687,Historic Single Shotgun Uptown,11125147,Randall,,East Carrollton,29.940628035505995,-90.12736078092865,Private room,99,2,6,2015-03-11,0.4,1,0
866070,NOLA house 3 blocks from streetcar,2488332,Caitlin,,East Carrollton,29.949836751503025,-90.1246612546271,Entire home/apt,125,2,28,2015-05-21,1.0,1,330
6089156,Charming Uptown Home in New Orleans,31303469,Henry,,East Carrollton,29.946092131256815,-90.12523998721872,Entire home/apt,145,1,1,2015-05-19,1,1,365
4150842,University / Carrollton 2 Bedroom,21534314,Larry,,East Carrollton,29.948811273140805,-90.1257184841219,Entire home/apt,175,2,5,2015-04-27,0.6,1,261
5305803,Uptown Room for Rent (4 Mardi Gras),27480304,Colin,,East Carrollton,29.946279128895632,-90.12841153426729,Private room,200,1,0,,,1,90
1288928,Uptown Charmer Cowden's 2-Rm Suite,7010155,Claudia,,East Carrollton,29.943306832895587,-90.12969411786044,Private room,135,3,4,2015-02-18,0.3,1,334
