id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10291,Spacious Cottage in Mid-City!,31004,Jill,,Navarre,29.986663211521037,-90.10928208440595,Entire home/apt,300,2,93,2018-12-28,0.97,1,327
19091,Fully Furnished Cozy Apartment,72880,John,,Leonidas,29.9625656335813,-90.11876977912294,Entire home/apt,100,1,422,2019-01-08,3.96,1,296
26834,Maison Mandeville in the Marigny,114452,Rachel,,Marigny,29.965568070820606,-90.05531293053235,Entire home/apt,115,3,217,2019-01-05,2.09,2,47
53173,$125.  JAN. SALE    HUNDREDS 5 STAR REVIEWS !!!,12154,Karen,,St. Claude,29.964832363893066,-90.03905718186576,Private room,115,3,131,2019-01-01,1.32,2,348
53544,Historical Bywater Mother in Law Cottage,249527,Lee,,Bywater,29.966971716132523,-90.03068379266907,Entire home/apt,50,5,177,2018-11-28,1.76,1,38
66972,The Retreat in Lovely Bayou St John,329415,Geoff,,Bayou St. John,29.975901926957544,-90.08143541974097,Entire home/apt,123,2,188,2018-11-24,1.92,2,334
71624,Ravenwood Manor (Historic Bywater),367223,Susan,,St. Claude,29.966119453644524,-90.03668419556287,Entire home/apt,130,3,201,2019-01-02,2.09,1,347
74498,Maison Marais 1: Large Local Living,391462,Georgia,,St. Roch,29.970528135500526,-90.05332186887223,Entire home/apt,105,3,436,2018-12-17,4.57,3,284
76674,Luxury & history in the Big Easy #1,409545,Matt McShee,,Bywater,29.961895595989976,-90.0358852850365,Private room,99,3,161,2018-11-25,2.23,2,237
79536,SpaciousCleanFunctional Private Apt,428362,Miriam,,Seventh Ward,29.97871698813793,-90.07405177235498,Entire home/apt,91,3,419,2018-12-02,4.47,1,56
79542,Beautiful Room Uptown Home - License 17STR-10083,428397,James,,Marlyville - Fontainbleau,29.9448062927006,-90.11201061163489,Private room,80,3,27,2018-10-29,0.32,1,307
79609,Moon Over Mazant Bywater's First and Best!,428909,Stephen,,St. Claude,29.96544520848666,-90.03703199735796,Entire home/apt,102,3,273,2019-01-06,2.86,1,252
80869,"Frenchmen House ""Red Room""",437783,Joanne,,Marigny,29.96771507787957,-90.06018627138633,Private room,75,1,596,2018-12-27,6.27,3,267
82922,HONEYMOON/ANNIVERSARY SUITE COUPLES,451478,Kennon Avec Ma Femme,,Tall Timbers - Brechtel,29.92162724909968,-90.02800648550962,Entire home/apt,75,4,30,2019-01-01,0.47,2,170
82930,NOLA Chateau,451478,Kennon Avec Ma Femme,,Tall Timbers - Brechtel,29.921669369132644,-90.02710867296305,Entire home/apt,55,3,28,2019-01-07,0.51,2,165
83877,NOLA'S STUDIO central to everything,2935610,Whitney,,Treme - Lafitte,29.967169876553218,-90.06733206460548,Entire home/apt,100,2,564,2018-12-26,5.98,4,123
84725,Historic UPTOWN NEW ORLEANS RESORT ,85132,Sanford,,Central City,29.9351365559254,-90.0813362973836,Private room,285,1,5,2016-01-01,0.06,4,365
89173,Marginy BnoB by Frenchman!,486093,Virginia,,Marigny,29.964154362830026,-90.05990568587187,Entire home/apt,130,3,329,2019-01-05,3.55,3,172
90806,Live Like a Local in Mid-City,485705,Tom,,Mid-City,29.97286596953221,-90.10188148360656,Entire home/apt,107,4,132,2019-01-04,1.49,1,249
100600,Beautiful Shotgun w Antiques Bywater-Bikes,425706,Robert,,Bywater,29.962440800603186,-90.0399150218385,Entire home/apt,159,30,101,2018-12-19,1.08,2,115
101101,SHIRO'S SUITE - central & cute!,2935610,Whitney,,Treme - Lafitte,29.96541448574931,-90.06706322472108,Entire home/apt,99,2,487,2018-12-25,5.22,4,99
107325,"BUNNY'S suite, walk everywhere!",2935610,Whitney,,Treme - Lafitte,29.967103084182792,-90.06656059293034,Entire home/apt,95,2,462,2018-12-23,4.97,4,0
162525,True NaWlins Flavor,776684,Leslie,,St. Claude,29.96648505329783,-90.0420912358799,Entire home/apt,120,4,286,2019-01-07,3.19,3,224
182312,SHOGAS SUITE - close to everything,2935610,Whitney,,Treme - Lafitte,29.9662936065882,-90.06793595422819,Entire home/apt,89,2,451,2018-12-23,4.99,4,73
183207,"Frenchmen House ""Rose Room""",437783,Joanne,,Marigny,29.967409649237116,-90.05994924380677,Private room,75,1,576,2018-12-25,6.49,3,157
204998,"Luxury 2 Bed, 2.5 Bath - near French Quarter",1006034,Gwendolyn,,Treme - Lafitte,29.965586983778174,-90.06835537942376,Entire home/apt,200,3,154,2019-01-07,1.74,3,146
205008,Muse Suite- Near French Quarter,1006034,Gwendolyn,,Treme - Lafitte,29.965194681869367,-90.07015300109546,Entire home/apt,210,3,234,2019-01-04,2.64,3,135
209874,Private SUITE in Perfect Neighborhood; BIKES incld,1034255,Matt,,City Park,29.97997320388747,-90.09054560626637,Entire home/apt,95,1,128,2019-01-01,1.77,1,352
215840,The Pearl at Riverbend,1114187,Dan And Jo Anne,,Black Pearl,29.94009221619599,-90.13306075620562,Private room,115,2,72,2018-11-11,0.81,1,336
215991,Quintessentially New Orleans,1093198,Jamie & Toni,,City Park,29.98079511192556,-90.09517239310931,Entire home/apt,217,2,163,2019-01-04,1.85,1,331
228560,La Boheme de Marigny - Historic Creole Cottage,1192986,Dayna,,Marigny,29.96554781494374,-90.05879613940967,Entire home/apt,468,2,43,2018-12-29,1.00,1,141
240258,Maison Marais 2: Large Local Living,391462,Georgia,,St. Roch,29.970522565240373,-90.05380914822844,Entire home/apt,98,3,417,2018-12-26,4.75,3,0
252828,NOLA JAZZ FEST GETAWAY,1017442,Christy,,Fairgrounds,29.98247995438644,-90.07913587958075,Private room,64,2,131,2018-11-19,1.51,2,360
252881,Bywater Bungalow - Bikes & 4 Beds!,1275132,Jamie,,Bywater,29.963778499910784,-90.04679731712822,Entire home/apt,129,3,230,2018-12-29,2.70,1,281
259868,Authentic New Orleans Home,1363780,Deborah,,Treme - Lafitte,29.97242806706506,-90.07597129486881,Entire home/apt,90,2,57,2019-01-07,0.67,3,215
263263,Exquisite Treme Lafitte Shotgun Single Family,674780,Gia,,Treme - Lafitte,29.971678073185036,-90.08098712165906,Private room,50,2,4,2018-11-26,1.24,1,175
268566,Juke Joint Guest House -- Walk to French Quarter,1407735,Louis,,Marigny,29.965850137043113,-90.0557282552485,Entire home/apt,195,3,156,2018-12-17,1.83,1,281
277071,Historic Irish Channel Corner Grocery,1447895,Penny,,Irish Channel,29.922020516167464,-90.08519702166828,Private room,95,2,131,2018-12-31,1.53,1,56
295537,Indulge in the Heart of New Orleans,1526381,Tiffany,,East Riverside,29.92009195747158,-90.09816978974244,Entire home/apt,230,3,138,2019-01-03,1.82,1,217
301089,Jazz Fest/ Bayou St John/ MardiGras,1550862,Gray,,Bayou St. John,29.976055842381033,-90.08790832407061,Entire home/apt,65,30,32,2018-12-20,0.39,1,133
307767,Magazine St contemporary townhome (18STR-14210),1583439,Tm,,Irish Channel,29.923515406644643,-90.08433206297589,Entire home/apt,329,4,12,2019-01-06,0.20,1,138
314175,Bywater Hideout-Bikes-Remodeled-Monthly-Festivals!,425706,Robert,,Bywater,29.961096223007527,-90.04219269791284,Entire home/apt,139,30,60,2018-07-09,0.72,2,194
314233,Historic pied-à-terre on Esplanade,1182408,Lauren,,Marigny,29.966008619087194,-90.06081289560939,Entire home/apt,175,3,57,2019-01-03,0.68,1,317
317793,"Algiers Point, New Orleans LA - Funky NOLA Digs",1631225,Seran,,Whitney,29.949798327878774,-90.04541137275187,Entire home/apt,70,30,9,2018-06-13,0.11,1,365
328691,The Burgundy Cottage - Marigny Triangle,1648273,Carolyn,,Marigny,29.9631306028965,-90.05769996459206,Entire home/apt,150,2,156,2019-01-02,1.86,1,56
339290,Stunning 1800's double-shotgun in New Orleans.,1722733,Micky And Eddie,,Algiers Point,29.953048416405338,-90.04917140685295,Private room,99,2,86,2018-12-22,2.62,1,67
345394,Stay in Style in Bywater! w/BIKES!,1751871,Betsey & Jack,,Bywater,29.964372592754426,-90.04500695683787,Entire home/apt,120,4,345,2018-12-28,4.16,1,86
352022,3 Bedrm/2 Bath - Bike to Jazz Fest!,1783058,John & Kathleen,,Marlyville - Fontainbleau,29.9558447133236,-90.10891249695003,Entire home/apt,300,4,38,2019-01-01,0.46,1,360
361826,City Park Private Room/ Bath,1815835,Michael,,City Park,29.981707186019605,-90.09552711800377,Private room,209,4,32,2016-05-30,0.38,4,365
369715,Charming Shotgun Cottage Uptown,1863715,Lillian,,East Riverside,29.91971640942091,-90.08743705054492,Entire home/apt,105,3,117,2019-01-03,1.42,1,19
373034,Little Gem,1695097,Connie,,Marigny,29.96518901669736,-90.06108456252382,Entire home/apt,130,3,288,2019-01-08,3.47,2,137
385556,City Park Purple Orchid Upstairs,1815835,Michael,,Fairgrounds,29.981318812421996,-90.08294618623998,Entire home/apt,229,2,51,2018-10-29,0.62,4,60
389487,Modern and Fun - Centrally Located,1948606,Tami,,Central City,29.93394889635224,-90.09181140855033,Private room,95,3,18,2018-07-09,0.22,3,43
393492,New Orleans Jazz Fest Getaway 2,1017442,Christy,,Fairgrounds,29.98519947355672,-90.07641801311503,Private room,65,2,36,2018-11-14,0.45,2,359
397105,"Garden District ""IRISH CHANNEL"" Home 2bd/2bath",1983929,Carrie And Cameron,,Irish Channel,29.91986303917459,-90.08548036824979,Entire home/apt,200,3,61,2018-12-27,0.75,1,6
405209,Tremé Creole Cottage (A),2019341,Nola,,Treme - Lafitte,29.965530403444145,-90.06418548385948,Entire home/apt,400,1,48,2018-12-28,1.02,17,201
406652,Near bustling Magazine St w/BIKES!,2026099,Conor,,St. Thomas Dev,29.924602419213798,-90.07290963290625,Entire home/apt,160,3,153,2019-01-02,1.89,1,231
413526,"Pondokku di New Orleans
lic#17STR (Phone number hidden by Airbnb)",1340014,Susanna,,Fillmore,30.00786282840322,-90.08132822336296,Entire home/apt,39,3,59,2019-01-03,0.72,2,299
424500,Stumble to all things New Orleans,2110240,Jeffrey,,West Riverside,29.91624294353106,-90.11850186816814,Entire home/apt,185,2,62,2019-01-04,0.77,5,296
425878,Bayou St. John Cottage!!,1919429,Kristin,,Bayou St. John,29.976879105496245,-90.08783368110215,Entire home/apt,125,2,25,2017-05-08,0.42,1,362
427928,3 Blocks to Jazz Fest! Big Beautiful Best!Sleep 16,2103275,NOLA Festivals,,Fairgrounds,29.98082874956175,-90.07568526391282,Entire home/apt,650,2,125,2018-10-28,1.72,1,337
438116,Bywater Curio Space: artful living,2176161,Natalie,,St. Claude,29.96957104424764,-90.03356341743167,Entire home/apt,47,28,159,2017-06-05,1.95,1,140
441125,Uptown Jewel,2191889,Chris,,Audubon,29.931795263456184,-90.11481319648199,Entire home/apt,602,1,20,2018-12-03,0.25,2,153
443856,Private oasis in the Marigny,2204975,Kerrie,,Bywater,29.964737341625685,-90.05116761704525,Entire home/apt,115,3,327,2019-01-02,4.31,4,92
446318,Artistic Mansion,2216366,Angelo,,Central City,29.941307465562012,-90.07377714777887,Private room,95,1,267,2018-12-28,4.67,1,135
458029,Oak Street Hangout...,2277128,Bonny And Paul,,Leonidas,29.94795104537913,-90.1302761637146,Entire home/apt,99,30,89,2018-04-26,1.15,1,365
470613,"Uptown - Revelry, Dining, and Music",2110240,Jeffrey,,Uptown,29.922330783017884,-90.10572884614122,Entire home/apt,110,2,106,2019-01-07,1.32,5,274
474197,"Spacious, Historic Treme Home with Vintage Charm",2350989,Doby,,Treme - Lafitte,29.967591351396184,-90.0701703549702,Entire home/apt,475,2,11,2017-06-12,0.14,2,360
475173,Mid City Apartment with Pool Access,2355432,Danielle,,Mid-City,29.969510225018755,-90.10116538998135,Entire home/apt,350,2,68,2018-07-08,0.90,2,3
509383,Creole Cottage in Historic Treme Upstairs Suite,226422,Rick & Avery,,Seventh Ward,29.97088031490808,-90.06968643658303,Private room,89,2,465,2019-01-01,5.78,4,57
537726,Awesome home at Frenchmen St.! Walk to Bourbon!!,2641920,Jonathan,,Marigny,29.96393328684189,-90.05830084085606,Private room,400,3,45,2018-11-11,0.59,1,51
542247,"""The Monte Cristo""",2156820,J,,Broadmoor,29.947044295643224,-90.09972021570574,Entire home/apt,189,2,100,2018-11-24,1.30,6,109
548223,Creole Cottage in historic Treme Master Bedroom,226422,Rick & Avery,,Seventh Ward,29.972833713504734,-90.06976858685412,Private room,65,2,483,2018-12-12,6.06,4,84
561833,Half of The Okra Inn: On Canal Streetcar Line,2707644,Lindsay,,Mid-City,29.97420280232666,-90.0980937891925,Entire home/apt,263,1,25,2018-10-12,0.34,7,309
561878,Bywater Victorian Double 17STR-09907,2762811,Carin,,St. Claude,29.967543310193566,-90.04414622665357,Entire home/apt,120,2,301,2019-01-01,3.80,1,252
580045,"City Park Rest Haven, Front Unit",1815835,Michael,,City Park,29.98414123826572,-90.09783527845852,Entire home/apt,163,4,54,2018-12-10,0.69,4,102
583173,Creole Cottage in historic Treme Room #3,226422,Rick & Avery,,Seventh Ward,29.972398405523275,-90.07108258629435,Private room,69,2,446,2019-01-04,5.65,4,50
586434,"Lovely Landmark, Central Location: 17STR-10292",2852373,Shannon,,Central City,29.93219226753723,-90.08505944332379,Entire home/apt,175,2,82,2019-01-02,1.08,5,285
595885,"Music, Food, & Fun at your Doorstep",2110240,Jeffrey,,Uptown,29.921685569274377,-90.10703111281727,Entire home/apt,110,2,100,2019-01-04,1.29,5,284
596410,"Luxury Home, Excellent Location",2948651,Brita,,Lower Garden District,29.934128871349284,-90.07458830119491,Entire home/apt,380,3,68,2018-12-28,0.94,1,1
596455,Bohemian Bywater Cottage,518748,Rachel,,St. Claude,29.965019626448274,-90.04235250704244,Entire home/apt,135,3,35,2018-10-14,0.46,1,82
597828,3BR Uptown New Orleans Style House,2955544,Marco,,East Riverside,29.920725543536882,-90.0921900782371,Entire home/apt,250,2,126,2018-12-29,1.64,1,244
619368,Elegantly Decayed  Creole Mansion,3068956,Will And Mao,,Treme - Lafitte,29.968409459280487,-90.07564892926116,Entire home/apt,390,3,116,2019-01-03,1.55,2,283
621074,"City Park Purple Orchid, Downstairs",1815835,Michael,,Fairgrounds,29.982282406280053,-90.08486460934151,Entire home/apt,190,3,100,2018-12-25,1.32,4,92
628308,Stay in a Magical Art House,988686,Jay And Jami,,St. Claude,29.966022572361894,-90.04202126252306,Private room,60,1,140,2019-01-03,2.86,1,306
629282,2/1 - Comfortable. Great Location Lic: 17STR-10295,2852373,Shannon,,Leonidas,29.958317098561736,-90.11946082147493,Entire home/apt,161,2,60,2019-01-03,0.80,5,0
